Winter.treatment,Origin,Population,MotherID,Spiderling,Photo,Cocoon_number,Oviposition_date,Planned.opening.Date,Planned.opening.time,Opened.by,Actual.opening.date,Actual.opening.time,SCP,Block_ID,Datalogger_ID,Photo.by,Measured.by,Leg.length,Which.leg.,Notes,round,Mother_LegLength_um,MotherMeasuredBy,MotherLegLengthNotes,Exclude
France,Estonia,Paernu,E18-Paernu-161,E18-Paernu-161_d,n,1,05-08-18,05-04-19,0.375,L. Zander,05-04-19,0.375,-25.82,B,A,A.Machnis,A.Machnis,549.52,right,NA,post,7184.26,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-161,E18-Paernu-161_e,n,1,05-08-18,05-04-19,0.375,L. Zander,05-04-19,0.375,-25.8,B,A,A.Machnis,A.Machnis,527.68,right,NA,post,7184.26,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-161,E18-Paernu-161_f,n,1,05-08-18,05-04-19,0.375,L. Zander,05-04-19,0.375,-22.08,B,A,A.Machnis,A.Machnis,557.26,right,NA,post,7184.26,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-161,E18-Paernu-161_g,n,1,05-08-18,05-04-19,0.375,L. Zander,05-04-19,0.375,-28.48,B,A,A.Machnis,A.Machnis,550.81,right,NA,post,7184.26,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-161,E18-Paernu-161_h,n,1,05-08-18,05-04-19,0.375,L. Zander,05-04-19,0.375,-23.85,B,A,A.Machnis,A.Machnis,533.71,right,NA,post,7184.26,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_a,n,1,07-08-18,07-04-19,0.375,M. Sheffer,07-04-19,0.375,-27.91,A,C,A.Machnis,A.Machnis,545.89,right,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_b,n,1,07-08-18,07-04-19,0.375,M. Sheffer,07-04-19,0.375,-29.81,A,C,A.Machnis,A.Machnis,544.71,right,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_c,n,1,07-08-18,07-04-19,0.375,M. Sheffer,07-04-19,0.375,-15.12,A,C,A.Machnis,A.Machnis,484.24,right,NA,post,6112.16,M. Sheffer,NA,yes
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_d,n,1,07-08-18,07-04-19,0.375,M. Sheffer,07-04-19,0.375,-30.67,A,C,A.Machnis,A.Machnis,536.93,right,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_e,n,1,07-08-18,07-04-19,0.375,M. Sheffer,07-04-19,0.375,-30.32,A,C,A.Machnis,A.Machnis,548.97,right,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_f,n,1,07-08-18,07-04-19,0.375,M. Sheffer,07-04-19,0.375,-28.74,A,C,A.Machnis,A.Machnis,536.04,right,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_g,n,1,07-08-18,07-04-19,0.375,M. Sheffer,07-04-19,0.375,-30.34,A,C,A.Machnis,A.Machnis,564.63,right,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_h,n,1,07-08-18,07-04-19,0.375,M. Sheffer,07-04-19,0.375,-28.84,A,C,A.Machnis,A.Machnis,576.21,right,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_a,n,2,25-08-18,25-04-19,0.625,T. Moeller,25-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_b,n,2,25-08-18,25-04-19,0.625,T. Moeller,25-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_c,n,2,25-08-18,25-04-19,0.625,T. Moeller,25-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_d,n,2,25-08-18,25-04-19,0.625,T. Moeller,25-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_e,n,2,25-08-18,25-04-19,0.625,T. Moeller,25-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_f,n,2,25-08-18,25-04-19,0.625,T. Moeller,25-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_g,n,2,25-08-18,25-04-19,0.625,T. Moeller,25-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6112.16,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-19,E18-Paernu-19_h,n,2,25-08-18,25-04-19,0.625,T. Moeller,25-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6112.16,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_a,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.375,-9.83,C,C,J. Balk,A.Machnis,819.24,right,deformed,post,6304.75,M. Sheffer,NA,yes
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_b,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.375,-28.05,C,C,J. Balk,A.Machnis,865.74,right,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_c,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.375,-22.12,C,C,J. Balk,A.Machnis,907.08,right,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_d,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.375,-22,C,C,J. Balk,A.Machnis,923.49,right,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_e,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.375,-25.11,C,C,J. Balk,A.Machnis,889.57,right,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_f,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.375,-27.25,C,C,J. Balk,A.Machnis,867.24,right,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_g,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.375,-16.96,C,C,J. Balk,A.Machnis,883.59,right,NA,post,6304.75,M. Sheffer,NA,yes
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_h,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.375,-28.37,C,C,J. Balk,A.Machnis,877.99,right,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_a,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_b,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_c,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_d,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_e,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_f,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_g,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6304.75,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-21,E18-Paernu-21_h,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6304.75,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-22,E18-Paernu-22_a,n,1,16-08-18,16-04-19,0.375,J. Balk,16-04-19,0.375,-29.37,NA,NA,A.Machnis,A.Machnis,586.63,right,NA,post,7025.8,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-22,E18-Paernu-22_b,n,1,16-08-18,16-04-19,0.375,J. Balk,16-04-19,0.375,-27.7,NA,NA,A.Machnis,A.Machnis,539.17,right,NA,post,7025.8,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-22,E18-Paernu-22_c,n,1,16-08-18,16-04-19,0.375,J. Balk,16-04-19,0.375,-26.24,NA,NA,A.Machnis,A.Machnis,573.52,right,NA,post,7025.8,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-22,E18-Paernu-22_d,n,1,16-08-18,16-04-19,0.375,J. Balk,16-04-19,0.375,-28.89,NA,NA,A.Machnis,A.Machnis,591.78,right,NA,post,7025.8,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-22,E18-Paernu-22_e,n,1,16-08-18,16-04-19,0.375,J. Balk,16-04-19,0.375,-29.21,NA,NA,A.Machnis,A.Machnis,584.14,right,NA,post,7025.8,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-22,E18-Paernu-22_f,n,1,16-08-18,16-04-19,0.375,J. Balk,16-04-19,0.375,-29.54,NA,NA,A.Machnis,A.Machnis,584.64,right,NA,post,7025.8,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-22,E18-Paernu-22_g,n,1,16-08-18,16-04-19,0.375,J. Balk,16-04-19,0.375,-14.23,NA,NA,A.Machnis,A.Machnis,590.79,right,NA,post,7025.8,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-22,E18-Paernu-22_h,n,1,16-08-18,16-04-19,0.375,J. Balk,16-04-19,0.375,-25.48,NA,NA,A.Machnis,A.Machnis,575.06,right,NA,post,7025.8,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-25,E18-Paernu-25_a,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.635416667,NA,NA,NA,NA,NA,NA,NA,NA,post,6007.16,M. Sheffer,left,
Estonia,Estonia,Paernu,E18-Paernu-25,E18-Paernu-25_b,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.635416667,NA,NA,NA,NA,NA,NA,NA,NA,post,6007.16,M. Sheffer,left,
Estonia,Estonia,Paernu,E18-Paernu-25,E18-Paernu-25_c,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.635416667,NA,NA,NA,NA,NA,NA,NA,NA,post,6007.16,M. Sheffer,left,
Estonia,Estonia,Paernu,E18-Paernu-25,E18-Paernu-25_d,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.635416667,NA,NA,NA,NA,NA,NA,NA,NA,post,6007.16,M. Sheffer,left,
Estonia,Estonia,Paernu,E18-Paernu-25,E18-Paernu-25_e,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.635416667,NA,NA,NA,NA,NA,NA,NA,NA,post,6007.16,M. Sheffer,left,
Estonia,Estonia,Paernu,E18-Paernu-25,E18-Paernu-25_f,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.635416667,NA,NA,NA,NA,NA,NA,NA,NA,post,6007.16,M. Sheffer,left,
Estonia,Estonia,Paernu,E18-Paernu-25,E18-Paernu-25_g,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.635416667,NA,NA,NA,NA,NA,NA,NA,NA,post,6007.16,M. Sheffer,left,
Estonia,Estonia,Paernu,E18-Paernu-25,E18-Paernu-25_h,n,1,09-08-18,09-04-19,0.625,L. Zander,09-04-19,0.635416667,NA,NA,NA,NA,NA,NA,NA,NA,post,6007.16,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_a,n,1,07-08-18,07-04-19,0.375,J. Balk,07-04-19,0.375,-22.16,A,D,A.Machnis,A.Machnis,546.91,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_b,n,1,07-08-18,07-04-19,0.375,J. Balk,07-04-19,0.375,-20.01,A,D,A.Machnis,A.Machnis,547.21,right,deformed,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_c,n,1,07-08-18,07-04-19,0.375,J. Balk,07-04-19,0.375,-28.36,A,D,A.Machnis,A.Machnis,528.75,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_d,n,1,07-08-18,07-04-19,0.375,J. Balk,07-04-19,0.375,-28.92,A,D,A.Machnis,A.Machnis,541.34,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_e,n,1,07-08-18,07-04-19,0.375,J. Balk,07-04-19,0.375,-28.62,A,D,A.Machnis,A.Machnis,550.86,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_f,n,1,07-08-18,07-04-19,0.375,J. Balk,07-04-19,0.375,-25.32,A,D,A.Machnis,A.Machnis,552.19,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_g,n,1,07-08-18,07-04-19,0.375,J. Balk,07-04-19,0.375,-29.06,A,D,A.Machnis,A.Machnis,554.52,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_h,n,1,07-08-18,07-04-19,0.375,J. Balk,07-04-19,0.375,-27.31,A,D,A.Machnis,A.Machnis,533.4,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_a,n,2,25-08-18,25-04-19,0.625,L. Zander,25-04-19,0.625,-28.42,A,A,A.Machnis,A.Machnis,525.92,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_b,n,2,25-08-18,25-04-19,0.625,L. Zander,25-04-19,0.625,-28.22,A,A,A.Machnis,A.Machnis,562.73,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_c,n,2,25-08-18,25-04-19,0.625,L. Zander,25-04-19,0.625,-25.15,A,A,A.Machnis,A.Machnis,560.87,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_d,n,2,25-08-18,25-04-19,0.625,L. Zander,25-04-19,0.625,-25.5,A,A,A.Machnis,A.Machnis,541.85,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_e,n,2,25-08-18,25-04-19,0.625,L. Zander,25-04-19,0.625,-28.81,A,A,A.Machnis,A.Machnis,517.07,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_f,n,2,25-08-18,25-04-19,0.625,L. Zander,25-04-19,0.625,-23.3,A,A,A.Machnis,A.Machnis,552.43,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_g,n,2,25-08-18,25-04-19,0.625,L. Zander,25-04-19,0.625,-29.13,A,A,A.Machnis,A.Machnis,522.33,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-26,E18-Paernu-26_h,n,2,25-08-18,25-04-19,0.625,L. Zander,25-04-19,0.625,-28.22,A,A,A.Machnis,A.Machnis,555,right,NA,post,7373.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_a,n,1,14-08-18,14-04-19,0.625,T. Moeller,14-04-19,0.625,-27.59,C,B,A.Machnis,A.Machnis,606.86,right,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_b,n,1,14-08-18,14-04-19,0.625,T. Moeller,14-04-19,0.625,-26.93,C,B,A.Machnis,A.Machnis,625.35,right,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_c,n,1,14-08-18,14-04-19,0.625,T. Moeller,14-04-19,0.625,-27.89,C,B,A.Machnis,A.Machnis,614.07,right,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_d,n,1,14-08-18,14-04-19,0.625,T. Moeller,14-04-19,0.625,-28.05,C,B,A.Machnis,A.Machnis,615.64,right,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_e,n,1,14-08-18,14-04-19,0.625,T. Moeller,14-04-19,0.625,-27.03,C,B,A.Machnis,A.Machnis,622.32,right,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_f,n,1,14-08-18,14-04-19,0.625,T. Moeller,14-04-19,0.625,-27.99,C,B,A.Machnis,A.Machnis,623.46,right,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_g,n,1,14-08-18,14-04-19,0.625,T. Moeller,14-04-19,0.625,-28.14,C,B,A.Machnis,A.Machnis,610.34,right,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_h,n,1,14-08-18,14-04-19,0.625,T. Moeller,14-04-19,0.625,-27.75,C,B,A.Machnis,A.Machnis,597.66,right,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_a,n,2,31-08-18,01-05-19,0.375,T. Moeller,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_b,n,2,31-08-18,01-05-19,0.375,T. Moeller,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_c,n,2,31-08-18,01-05-19,0.375,T. Moeller,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_d,n,2,31-08-18,01-05-19,0.375,T. Moeller,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_e,n,2,31-08-18,01-05-19,0.375,T. Moeller,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_f,n,2,31-08-18,01-05-19,0.375,T. Moeller,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_g,n,2,31-08-18,01-05-19,0.375,T. Moeller,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5919.89,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-28,E18-Paernu-28_h,n,2,31-08-18,01-05-19,0.375,T. Moeller,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,5919.89,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-29,E18-Paernu-29_a,n,1,07-08-18,07-04-19,0.625,M. Sheffer,07-04-19,0.623611111,-29.76,C,B,A.Machnis,A.Machnis,595.26,right,NA,post,6167.72,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-29,E18-Paernu-29_b,n,1,07-08-18,07-04-19,0.625,M. Sheffer,07-04-19,0.623611111,-16.78,C,B,A.Machnis,A.Machnis,579.53,right,NA,post,6167.72,M. Sheffer,NA,yes
Estonia,Estonia,Paernu,E18-Paernu-29,E18-Paernu-29_c,n,1,07-08-18,07-04-19,0.625,M. Sheffer,07-04-19,0.623611111,-23.97,C,B,A.Machnis,A.Machnis,518.91,right,NA,post,6167.72,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-29,E18-Paernu-29_d,n,1,07-08-18,07-04-19,0.625,M. Sheffer,07-04-19,0.623611111,-14.7,C,B,A.Machnis,A.Machnis,585.77,right,NA,post,6167.72,M. Sheffer,NA,yes
Estonia,Estonia,Paernu,E18-Paernu-29,E18-Paernu-29_e,n,1,07-08-18,07-04-19,0.625,M. Sheffer,07-04-19,0.623611111,-25.67,C,B,A.Machnis,A.Machnis,578.1,right,NA,post,6167.72,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-29,E18-Paernu-29_f,n,1,07-08-18,07-04-19,0.625,M. Sheffer,07-04-19,0.623611111,-28.81,C,B,A.Machnis,A.Machnis,562.24,right,NA,post,6167.72,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-29,E18-Paernu-29_g,n,1,07-08-18,07-04-19,0.625,M. Sheffer,07-04-19,0.623611111,-27.98,C,B,A.Machnis,A.Machnis,595.46,right,NA,post,6167.72,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-29,E18-Paernu-29_h,n,1,07-08-18,07-04-19,0.625,M. Sheffer,07-04-19,0.623611111,-28.06,C,B,A.Machnis,A.Machnis,590.58,right,NA,post,6167.72,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_a,n,1,20-08-18,20-04-19,0.375,T. Moeller,20-04-19,0.375,-26.15,C,D,A.Machnis,A.Machnis,577.15,right,deformed,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_b,n,1,20-08-18,20-04-19,0.375,T. Moeller,20-04-19,0.375,-23.93,C,D,A.Machnis,A.Machnis,569.34,right,NA,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_c,n,1,20-08-18,20-04-19,0.375,T. Moeller,20-04-19,0.375,-27.93,C,D,A.Machnis,A.Machnis,535.66,right,NA,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_d,n,1,20-08-18,20-04-19,0.375,T. Moeller,20-04-19,0.375,-29.03,C,D,A.Machnis,A.Machnis,596.62,right,NA,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_e,n,1,20-08-18,20-04-19,0.375,T. Moeller,20-04-19,0.375,-29.17,C,D,A.Machnis,A.Machnis,576.05,right,NA,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_f,n,1,20-08-18,20-04-19,0.375,T. Moeller,20-04-19,0.375,-28.76,C,D,A.Machnis,A.Machnis,588.27,right,NA,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_g,n,1,20-08-18,20-04-19,0.375,T. Moeller,20-04-19,0.375,-27.96,C,D,A.Machnis,A.Machnis,544.99,right,NA,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_h,n,1,20-08-18,20-04-19,0.375,T. Moeller,20-04-19,0.375,-27.37,C,D,A.Machnis,A.Machnis,563.68,right,NA,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_a,n,2,01-09-18,02-05-19,0.375,L. Zander,02-05-19,0.381944444,-24.45,A,B,A.Machnis,A.Machnis,567.63,right,freezer confusion,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_b,n,2,01-09-18,02-05-19,0.375,L. Zander,02-05-19,0.381944444,-27.82,A,B,A.Machnis,A.Machnis,567.95,right,freezer confusion,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_c,n,2,01-09-18,02-05-19,0.375,L. Zander,02-05-19,0.381944444,-27.97,A,B,A.Machnis,A.Machnis,548.55,right,freezer confusion,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_d,n,2,01-09-18,02-05-19,0.375,L. Zander,02-05-19,0.381944444,-28.2,A,B,A.Machnis,A.Machnis,552.26,right,freezer confusion,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_e,n,2,01-09-18,02-05-19,0.375,L. Zander,02-05-19,0.381944444,-28.85,A,B,A.Machnis,A.Machnis,531.88,right,freezer confusion,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_f,n,2,01-09-18,02-05-19,0.375,L. Zander,02-05-19,0.381944444,-27.67,A,B,A.Machnis,A.Machnis,557.38,right,freezer confusion,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_g,n,2,01-09-18,02-05-19,0.375,L. Zander,02-05-19,0.381944444,-26.76,A,B,A.Machnis,A.Machnis,544.05,right,freezer confusion,post,5703.77,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-39,E18-Paernu-39_h,n,2,01-09-18,02-05-19,0.375,L. Zander,02-05-19,0.381944444,-27.21,A,B,A.Machnis,A.Machnis,571.07,right,freezer confusion,post,5703.77,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-45,E18-Paernu-45_a,n,1,16-08-18,16-04-19,0.375,L. Zander,16-04-19,0.395833333,-26.25,NA,NA,A.Machnis,A.Machnis,599.07,right,NA,post,5479.41,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-45,E18-Paernu-45_b,n,1,16-08-18,16-04-19,0.375,L. Zander,16-04-19,0.395833333,-27.96,NA,NA,A.Machnis,A.Machnis,571.81,right,NA,post,5479.41,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-45,E18-Paernu-45_c,n,1,16-08-18,16-04-19,0.375,L. Zander,16-04-19,0.395833333,-27.21,NA,NA,A.Machnis,A.Machnis,574.8,right,NA,post,5479.41,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-45,E18-Paernu-45_d,n,1,16-08-18,16-04-19,0.375,L. Zander,16-04-19,0.395833333,-28.89,NA,NA,NA,NA,NA,NA,deformed,post,5479.41,M. Sheffer,NA,
