ddradID,altID,population_number,population_name,Country,Treatment,X1Ovi_Egg,X1Ovi_Dead,X1Ovi_Living,X2Ovi_Egg,X2Ovi_Dead,X2Ovi_Living,Pigmentation,LegLength,X1Ovi_LegLength,X2Ovi_LegLength,X1Ovi_mass,X2Ovi_mass,annMeanTemp,meanDiurnRange,isothermality,tempSeasonality,maxTempWarmestMonth,minTempColdestMonth,tempAnnRange,meanTempWettestQuarter,meanTempDriestQuarter,meanTempWarmestQuarter,meanTempColdestQuarter,annPrecip,precipWettestMonth,precipDriestMonth,precipSeasonality,precipWettestQuarter,precipDriestQuarter,precipWarmestQuarter,precipColdestQuarter
G18-SC-10_trimmed.sorted,G18-SC-10,16,Schotten,Germany,,,,,,,,0.52,8634.96,,,,,7.72083330154419,7.14166688919067,29.8814506530762,643.468811035156,21,-2.90000009536743,23.8999996185303,1.01666665077209,3.38333344459534,15.7166662216187,-0.0166666898876429,1049,113,72,13.9144411087036,304,231,259,281
G18-SC-2_trimmed.sorted,G18-SC-2,16,Schotten,Germany,,13,1,217,,,,0.45,8351.46,,,,,7.72083330154419,7.14166688919067,29.8814506530762,643.468811035156,21,-2.90000009536743,23.8999996185303,1.01666665077209,3.38333344459534,15.7166662216187,-0.0166666898876429,1049,113,72,13.9144411087036,304,231,259,281
G18-SC-3_trimmed.sorted,G18-SC-3,16,Schotten,Germany,,0,2,681,25,17,76,0.62,5192.91,585.534,,,,7.72083330154419,7.14166688919067,29.8814506530762,643.468811035156,21,-2.90000009536743,23.8999996185303,1.01666665077209,3.38333344459534,15.7166662216187,-0.0166666898876429,1049,113,72,13.9144411087036,304,231,259,281
G18-SC-4_trimmed.sorted,G18-SC-4,16,Schotten,Germany,,3,4,158,,,,0.62,8440.19,523.762,,,,7.72083330154419,7.14166688919067,29.8814506530762,643.468811035156,21,-2.90000009536743,23.8999996185303,1.01666665077209,3.38333344459534,15.7166662216187,-0.0166666898876429,1049,113,72,13.9144411087036,304,231,259,281
G18-SC-5_trimmed.sorted,G18-SC-5,16,Schotten,Germany,,26,1,783,,,,0.75,8045.89,580.673,,,,7.72083330154419,7.14166688919067,29.8814506530762,643.468811035156,21,-2.90000009536743,23.8999996185303,1.01666665077209,3.38333344459534,15.7166662216187,-0.0166666898876429,1049,113,72,13.9144411087036,304,231,259,281
G18-SC-6_trimmed.sorted,G18-SC-6,16,Schotten,Germany,,18,0,0,,,,0.65,9730.96,,,,,7.72083330154419,7.14166688919067,29.8814506530762,643.468811035156,21,-2.90000009536743,23.8999996185303,1.01666665077209,3.38333344459534,15.7166662216187,-0.0166666898876429,1049,113,72,13.9144411087036,304,231,259,281
G18-SC-7_trimmed.sorted,G18-SC-7,16,Schotten,Germany,,0,0,335,,,,0.39,6035.13,,,,,7.72083330154419,7.14166688919067,29.8814506530762,643.468811035156,21,-2.90000009536743,23.8999996185303,1.01666665077209,3.38333344459534,15.7166662216187,-0.0166666898876429,1049,113,72,13.9144411087036,304,231,259,281
G18-SC-8_trimmed.sorted,G18-SC-8,16,Schotten,Germany,,,,,,,,0.65,7856.5,,,,,7.72083330154419,7.14166688919067,29.8814506530762,643.468811035156,21,-2.90000009536743,23.8999996185303,1.01666665077209,3.38333344459534,15.7166662216187,-0.0166666898876429,1049,113,72,13.9144411087036,304,231,259,281
G18-SC-9_trimmed.sorted,G18-SC-9,16,Schotten,Germany,,,,,,,,0.83,7839.85,,,,,7.72083330154419,7.14166688919067,29.8814506530762,643.468811035156,21,-2.90000009536743,23.8999996185303,1.01666665077209,3.38333344459534,15.7166662216187,-0.0166666898876429,1049,113,72,13.9144411087036,304,231,259,281
G18-SD-1_trimmed.sorted,G18-SD-1,25,Schulzendorf,Germany,,3,0,361,30,1,110,0.29,6475.74,578.111,,,,9.04583358764648,8.35833358764648,31.5408821105957,694.266967773438,23.7999992370605,-2.70000004768372,26.5,17.716667175293,4.38333320617676,17.716667175293,0.683333337306976,540,63,32,22.2663345336914,175,104,175,120
G18-SD-11_trimmed.sorted,G18-SD-11,25,Schulzendorf,Germany,,0,0,307,0,0,122,0.25,6513.54,590.996,,,,9.04583358764648,8.35833358764648,31.5408821105957,694.266967773438,23.7999992370605,-2.70000004768372,26.5,17.716667175293,4.38333320617676,17.716667175293,0.683333337306976,540,63,32,22.2663345336914,175,104,175,120
G18-SD-13_trimmed.sorted,G18-SD-13,25,Schulzendorf,Germany,,0,0,215,3,2,99,0.26,6330.33,585.142,,,,9.04583358764648,8.35833358764648,31.5408821105957,694.266967773438,23.7999992370605,-2.70000004768372,26.5,17.716667175293,4.38333320617676,17.716667175293,0.683333337306976,540,63,32,22.2663345336914,175,104,175,120
G18-SD-15_trimmed.sorted,G18-SD-15,25,Schulzendorf,Germany,,47,0,166,0,0,87,0.07,,,,,,9.04583358764648,8.35833358764648,31.5408821105957,694.266967773438,23.7999992370605,-2.70000004768372,26.5,17.716667175293,4.38333320617676,17.716667175293,0.683333337306976,540,63,32,22.2663345336914,175,104,175,120
G18-SD-17_trimmed.sorted,G18-SD-17,25,Schulzendorf,Germany,,0,0,213,0,1,110,0.38,7076.63,582.398,,,,9.04583358764648,8.35833358764648,31.5408821105957,694.266967773438,23.7999992370605,-2.70000004768372,26.5,17.716667175293,4.38333320617676,17.716667175293,0.683333337306976,540,63,32,22.2663345336914,175,104,175,120
G18-SD-3_trimmed.sorted,G18-SD-3,25,Schulzendorf,Germany,,0,0,196,45,0,0,0.19,5908.78,575.935,,,,9.04583358764648,8.35833358764648,31.5408821105957,694.266967773438,23.7999992370605,-2.70000004768372,26.5,17.716667175293,4.38333320617676,17.716667175293,0.683333337306976,540,63,32,22.2663345336914,175,104,175,120
G18-SD-5_trimmed.sorted,G18-SD-5,25,Schulzendorf,Germany,,,,,152,0,0,0.16,6556.25,,,,,9.04583358764648,8.35833358764648,31.5408821105957,694.266967773438,23.7999992370605,-2.70000004768372,26.5,17.716667175293,4.38333320617676,17.716667175293,0.683333337306976,540,63,32,22.2663345336914,175,104,175,120
G18-SD-6_trimmed.sorted,G18-SD-6,25,Schulzendorf,Germany,,0,0,231,0,0,215,0.31,6993.58,545.946,,,,9.04583358764648,8.35833358764648,31.5408821105957,694.266967773438,23.7999992370605,-2.70000004768372,26.5,17.716667175293,4.38333320617676,17.716667175293,0.683333337306976,540,63,32,22.2663345336914,175,104,175,120
G18-SD-7_trimmed.sorted,G18-SD-7,25,Schulzendorf,Germany,,0,0,362,0,3,166,0.16,6334.26,593.845,,,,9.04583358764648,8.35833358764648,31.5408821105957,694.266967773438,23.7999992370605,-2.70000004768372,26.5,17.716667175293,4.38333320617676,17.716667175293,0.683333337306976,540,63,32,22.2663345336914,175,104,175,120
G18-SD-8_trimmed.sorted,G18-SD-8,25,Schulzendorf,Germany,,44,89,11,43,61,6,0.21,5950.73,452.237,,,,9.04583358764648,8.35833358764648,31.5408821105957,694.266967773438,23.7999992370605,-2.70000004768372,26.5,17.716667175293,4.38333320617676,17.716667175293,0.683333337306976,540,63,32,22.2663345336914,175,104,175,120
G18-TL-1_trimmed.sorted,G18-TL-1,27,Templin,Germany,,1,5,195,0,49,60,0.43,7762.75,527.863,,,,8.55000019073486,7.63333368301392,29.7016849517822,688.364318847656,22.7000007629395,-3,25.7000007629395,17.0833339691162,3.78333330154419,17.0833339691162,0.19999997317791,561,69,30,26.0826435089111,192,100,192,115
G18-TL-2_trimmed.sorted,G18-TL-2,27,Templin,Germany,,0,0,406,0,0,138,0.42,6376.13,563.303,,,,8.55000019073486,7.63333368301392,29.7016849517822,688.364318847656,22.7000007629395,-3,25.7000007629395,17.0833339691162,3.78333330154419,17.0833339691162,0.19999997317791,561,69,30,26.0826435089111,192,100,192,115
G18-TL-3_trimmed.sorted,G18-TL-3,27,Templin,Germany,,0,1,294,2,1,99,0.42,6183.61,597.925,,,,8.55000019073486,7.63333368301392,29.7016849517822,688.364318847656,22.7000007629395,-3,25.7000007629395,17.0833339691162,3.78333330154419,17.0833339691162,0.19999997317791,561,69,30,26.0826435089111,192,100,192,115
G18-TL-4_trimmed.sorted,G18-TL-4,27,Templin,Germany,,0,0,348,0,38,135,0.3,6126.89,554.334,,,,8.55000019073486,7.63333368301392,29.7016849517822,688.364318847656,22.7000007629395,-3,25.7000007629395,17.0833339691162,3.78333330154419,17.0833339691162,0.19999997317791,561,69,30,26.0826435089111,192,100,192,115
G18-UK-11_trimmed.sorted,G18-UK-11,8,Umkirch,Germany,,2,1,129,65,0,0,0.41,7948.33,548.851,,,,10.7250003814697,8.61666679382324,33.3979339599609,657.033630371094,25.1000003814697,-0.699999988079071,25.8000011444092,17.3999996185303,4.03333330154419,18.966667175293,2.79999995231628,927,97,60,16.7790393829346,287,185,267,205
G18-UK-15_trimmed.sorted,G18-UK-15,8,Umkirch,Germany,,0,3,398,0,3,156,0.28,9058.77,565.676,,,,10.7250003814697,8.61666679382324,33.3979339599609,657.033630371094,25.1000003814697,-0.699999988079071,25.8000011444092,17.3999996185303,4.03333330154419,18.966667175293,2.79999995231628,927,97,60,16.7790393829346,287,185,267,205
G18-UK-17_trimmed.sorted,G18-UK-17,8,Umkirch,Germany,,0,0,174,8,87,48,0.15,6988.37,626.773,,,,10.7250003814697,8.61666679382324,33.3979339599609,657.033630371094,25.1000003814697,-0.699999988079071,25.8000011444092,17.3999996185303,4.03333330154419,18.966667175293,2.79999995231628,927,97,60,16.7790393829346,287,185,267,205
G18-UK-18_trimmed.sorted,G18-UK-18,8,Umkirch,Germany,,0,0,145,3,126,13,0.27,6251.29,599.615,,,,10.7250003814697,8.61666679382324,33.3979339599609,657.033630371094,25.1000003814697,-0.699999988079071,25.8000011444092,17.3999996185303,4.03333330154419,18.966667175293,2.79999995231628,927,97,60,16.7790393829346,287,185,267,205
G18-UK-2_trimmed.sorted,G18-UK-2,8,Umkirch,Germany,,0,0,174,0,5,140,0.25,7351.22,575.694,,,,10.7250003814697,8.61666679382324,33.3979339599609,657.033630371094,25.1000003814697,-0.699999988079071,25.8000011444092,17.3999996185303,4.03333330154419,18.966667175293,2.79999995231628,927,97,60,16.7790393829346,287,185,267,205
G18-UK-3_trimmed.sorted,G18-UK-3,8,Umkirch,Germany,,0,0,245,53,129,31,0.12,6491.64,529.131,,,,10.7250003814697,8.61666679382324,33.3979339599609,657.033630371094,25.1000003814697,-0.699999988079071,25.8000011444092,17.3999996185303,4.03333330154419,18.966667175293,2.79999995231628,927,97,60,16.7790393829346,287,185,267,205
G18-UK-5_trimmed.sorted,G18-UK-5,8,Umkirch,Germany,,0,0,336,1,17,89,0.44,7225.87,553.067,,,,10.7250003814697,8.61666679382324,33.3979339599609,657.033630371094,25.1000003814697,-0.699999988079071,25.8000011444092,17.3999996185303,4.03333330154419,18.966667175293,2.79999995231628,927,97,60,16.7790393829346,287,185,267,205
G18-UK-6_trimmed.sorted,G18-UK-6,8,Umkirch,Germany,,2,141,110,0,0,118,0.49,8552.05,464.71,,,,10.7250003814697,8.61666679382324,33.3979339599609,657.033630371094,25.1000003814697,-0.699999988079071,25.8000011444092,17.3999996185303,4.03333330154419,18.966667175293,2.79999995231628,927,97,60,16.7790393829346,287,185,267,205
G18-UK-8_trimmed.sorted,G18-UK-8,8,Umkirch,Germany,,0,6,216,3,61,48,0.15,6809.51,502.868,,,,10.7250003814697,8.61666679382324,33.3979339599609,657.033630371094,25.1000003814697,-0.699999988079071,25.8000011444092,17.3999996185303,4.03333330154419,18.966667175293,2.79999995231628,927,97,60,16.7790393829346,287,185,267,205
G18-UK-9_trimmed.sorted,G18-UK-9,8,Umkirch,Germany,,0,0,146,29,0,0,0.26,7423.23,584.848,,,,10.7250003814697,8.61666679382324,33.3979339599609,657.033630371094,25.1000003814697,-0.699999988079071,25.8000011444092,17.3999996185303,4.03333330154419,18.966667175293,2.79999995231628,927,97,60,16.7790393829346,287,185,267,205
G18-WL-1_trimmed.sorted,G18-WL-1,26,Wandlitz,Germany,,0,4,309,7,7,175,,6531.87,573.79,,,,8.89999961853027,7.66666650772095,30.0653591156006,682.761779785156,23,-2.5,25.5,17.3833332061768,4.18333339691162,17.3833332061768,0.633333325386047,579,64,34,20.4539947509766,184,110,184,133
G18-WL-10_trimmed.sorted,G18-WL-10,26,Wandlitz,Germany,,0,0,88,7,60,31,,4120.64,591.94,,,,8.89999961853027,7.66666650772095,30.0653591156006,682.761779785156,23,-2.5,25.5,17.3833332061768,4.18333339691162,17.3833332061768,0.633333325386047,579,64,34,20.4539947509766,184,110,184,133
G18-WL-12_trimmed.sorted,G18-WL-12,26,Wandlitz,Germany,,0,8,146,0,2,175,,4278.7,529.365,,,,8.89999961853027,7.66666650772095,30.0653591156006,682.761779785156,23,-2.5,25.5,17.3833332061768,4.18333339691162,17.3833332061768,0.633333325386047,579,64,34,20.4539947509766,184,110,184,133
G18-WL-13_trimmed.sorted,G18-WL-13,26,Wandlitz,Germany,,1,43,52,4,7,60,,3746.7,,,,,8.89999961853027,7.66666650772095,30.0653591156006,682.761779785156,23,-2.5,25.5,17.3833332061768,4.18333339691162,17.3833332061768,0.633333325386047,579,64,34,20.4539947509766,184,110,184,133
G18-WL-14_trimmed.sorted,G18-WL-14,26,Wandlitz,Germany,,0,0,209,8,48,62,,7250.48,623.491,,,,8.89999961853027,7.66666650772095,30.0653591156006,682.761779785156,23,-2.5,25.5,17.3833332061768,4.18333339691162,17.3833332061768,0.633333325386047,579,64,34,20.4539947509766,184,110,184,133
G18-WL-2_trimmed.sorted,G18-WL-2,26,Wandlitz,Germany,,0,0,171,0,0,162,,5472.92,502.871,,,,8.89999961853027,7.66666650772095,30.0653591156006,682.761779785156,23,-2.5,25.5,17.3833332061768,4.18333339691162,17.3833332061768,0.633333325386047,579,64,34,20.4539947509766,184,110,184,133
G18-WL-3_trimmed.sorted,G18-WL-3,26,Wandlitz,Germany,,1,32,68,9,66,9,,5324.76,566.98,,,,8.89999961853027,7.66666650772095,30.0653591156006,682.761779785156,23,-2.5,25.5,17.3833332061768,4.18333339691162,17.3833332061768,0.633333325386047,579,64,34,20.4539947509766,184,110,184,133
G18-WL-5_trimmed.sorted,G18-WL-5,26,Wandlitz,Germany,,0,0,159,9,46,69,,6173.95,575.653,,,,8.89999961853027,7.66666650772095,30.0653591156006,682.761779785156,23,-2.5,25.5,17.3833332061768,4.18333339691162,17.3833332061768,0.633333325386047,579,64,34,20.4539947509766,184,110,184,133
G18-WL-7_trimmed.sorted,G18-WL-7,26,Wandlitz,Germany,,0,6,156,6,21,55,,5957.56,567.499,,,,8.89999961853027,7.66666650772095,30.0653591156006,682.761779785156,23,-2.5,25.5,17.3833332061768,4.18333339691162,17.3833332061768,0.633333325386047,579,64,34,20.4539947509766,184,110,184,133
G18-WL-9_trimmed.sorted,G18-WL-9,26,Wandlitz,Germany,,2,39,104,30,61,0,,4361.31,486.779,,,,8.89999961853027,7.66666650772095,30.0653591156006,682.761779785156,23,-2.5,25.5,17.3833332061768,4.18333339691162,17.3833332061768,0.633333325386047,579,64,34,20.4539947509766,184,110,184,133
G18-ZS-1_trimmed.sorted,G18-ZS-1,22,Zeits,Germany,,,,,,,,,,,,,,9.125,8.36666679382324,31.8124198913574,661.975341796875,24.1000003814697,-2.20000004768372,26.3000011444092,17.3333339691162,2.04999995231628,17.3333339691162,1.09999990463257,508,59,28,24.2299365997314,167,97,167,100
G18-ZS-2_trimmed.sorted,G18-ZS-2,22,Zeits,Germany,,,,,,,,,,,,,,9.125,8.36666679382324,31.8124198913574,661.975341796875,24.1000003814697,-2.20000004768372,26.3000011444092,17.3333339691162,2.04999995231628,17.3333339691162,1.09999990463257,508,59,28,24.2299365997314,167,97,167,100
G18-ZS-3_trimmed.sorted,G18-ZS-3,22,Zeits,Germany,,,,,,,,,,,,,,9.125,8.36666679382324,31.8124198913574,661.975341796875,24.1000003814697,-2.20000004768372,26.3000011444092,17.3333339691162,2.04999995231628,17.3333339691162,1.09999990463257,508,59,28,24.2299365997314,167,97,167,100
G18-ZS-4_trimmed.sorted,G18-ZS-4,22,Zeits,Germany,,,,,,,,,,,,,,9.125,8.36666679382324,31.8124198913574,661.975341796875,24.1000003814697,-2.20000004768372,26.3000011444092,17.3333339691162,2.04999995231628,17.3333339691162,1.09999990463257,508,59,28,24.2299365997314,167,97,167,100
LtKlPA01_trimmed.sorted,LtKlPA01,35,Palanga,Lithuania,,,,,,,,,,,,,,7.08750009536743,5.95833349227905,24.0255374908447,721.592712402344,20.2999992370605,-4.5,24.7999992370605,8.16666698455811,1.34999990463257,15.9833335876465,-1.51666665077209,735,89,31,35.3222770690918,259,105,212,153
LtKlPA02_trimmed.sorted,LtKlPA02,35,Palanga,Lithuania,,,,,,,,,,,,,,7.08750009536743,5.95833349227905,24.0255374908447,721.592712402344,20.2999992370605,-4.5,24.7999992370605,8.16666698455811,1.34999990463257,15.9833335876465,-1.51666665077209,735,89,31,35.3222770690918,259,105,212,153
LtKlPA03_trimmed.sorted,LtKlPA03,35,Palanga,Lithuania,,,,,,,,,,,,,,7.08750009536743,5.95833349227905,24.0255374908447,721.592712402344,20.2999992370605,-4.5,24.7999992370605,8.16666698455811,1.34999990463257,15.9833335876465,-1.51666665077209,735,89,31,35.3222770690918,259,105,212,153
LtKlPA04_trimmed.sorted,LtKlPA04,35,Palanga,Lithuania,,,,,,,,,,,,,,7.08750009536743,5.95833349227905,24.0255374908447,721.592712402344,20.2999992370605,-4.5,24.7999992370605,8.16666698455811,1.34999990463257,15.9833335876465,-1.51666665077209,735,89,31,35.3222770690918,259,105,212,153
LtKlPA05_trimmed.sorted,LtKlPA05,35,Palanga,Lithuania,,,,,,,,,,,,,,7.08750009536743,5.95833349227905,24.0255374908447,721.592712402344,20.2999992370605,-4.5,24.7999992370605,8.16666698455811,1.34999990463257,15.9833335876465,-1.51666665077209,735,89,31,35.3222770690918,259,105,212,153
LtKlPA06_trimmed.sorted,LtKlPA06,35,Palanga,Lithuania,,,,,,,,,,,,,,7.08750009536743,5.95833349227905,24.0255374908447,721.592712402344,20.2999992370605,-4.5,24.7999992370605,8.16666698455811,1.34999990463257,15.9833335876465,-1.51666665077209,735,89,31,35.3222770690918,259,105,212,153
LtKlPA07_trimmed.sorted,LtKlPA07,35,Palanga,Lithuania,,,,,,,,,,,,,,7.08750009536743,5.95833349227905,24.0255374908447,721.592712402344,20.2999992370605,-4.5,24.7999992370605,8.16666698455811,1.34999990463257,15.9833335876465,-1.51666665077209,735,89,31,35.3222770690918,259,105,212,153
LtKlPA08_trimmed.sorted,LtKlPA08,35,Palanga,Lithuania,,,,,,,,,,,,,,7.08750009536743,5.95833349227905,24.0255374908447,721.592712402344,20.2999992370605,-4.5,24.7999992370605,8.16666698455811,1.34999990463257,15.9833335876465,-1.51666665077209,735,89,31,35.3222770690918,259,105,212,153
LtKlPA09_trimmed.sorted,LtKlPA09,35,Palanga,Lithuania,,,,,,,,,,,,,,7.08750009536743,5.95833349227905,24.0255374908447,721.592712402344,20.2999992370605,-4.5,24.7999992370605,8.16666698455811,1.34999990463257,15.9833335876465,-1.51666665077209,735,89,31,35.3222770690918,259,105,212,153
LtKlPA10_trimmed.sorted,LtKlPA10,35,Palanga,Lithuania,,,,,,,,,,,,,,7.08750009536743,5.95833349227905,24.0255374908447,721.592712402344,20.2999992370605,-4.5,24.7999992370605,8.16666698455811,1.34999990463257,15.9833335876465,-1.51666665077209,735,89,31,35.3222770690918,259,105,212,153
LvLiAC01_trimmed.sorted,LvLiAC01,38,Ainazi,Lativa,,,,,,,,,,,,,,5.76666688919067,7,23.8907852172852,812.964111328125,21.1000003814697,-8.19999980926514,29.2999992370605,15.0166664123535,-0.649999916553497,15.8333330154419,-4.05000019073486,622,74,25,32.8907432556152,212,91,192,117
LvLiAC02_trimmed.sorted,LvLiAC02,38,Ainazi,Lativa,,,,,,,,,,,,,,5.76666688919067,7,23.8907852172852,812.964111328125,21.1000003814697,-8.19999980926514,29.2999992370605,15.0166664123535,-0.649999916553497,15.8333330154419,-4.05000019073486,622,74,25,32.8907432556152,212,91,192,117
LvLiAC03_trimmed.sorted,LvLiAC03,38,Ainazi,Lativa,,,,,,,,,,,,,,5.76666688919067,7,23.8907852172852,812.964111328125,21.1000003814697,-8.19999980926514,29.2999992370605,15.0166664123535,-0.649999916553497,15.8333330154419,-4.05000019073486,622,74,25,32.8907432556152,212,91,192,117
LvLiAC04_trimmed.sorted,LvLiAC04,38,Ainazi,Lativa,,,,,,,,,,,,,,5.76666688919067,7,23.8907852172852,812.964111328125,21.1000003814697,-8.19999980926514,29.2999992370605,15.0166664123535,-0.649999916553497,15.8333330154419,-4.05000019073486,622,74,25,32.8907432556152,212,91,192,117
LvLiAC05_trimmed.sorted,LvLiAC05,38,Ainazi,Lativa,,,,,,,,,,,,,,5.76666688919067,7,23.8907852172852,812.964111328125,21.1000003814697,-8.19999980926514,29.2999992370605,15.0166664123535,-0.649999916553497,15.8333330154419,-4.05000019073486,622,74,25,32.8907432556152,212,91,192,117
LvLiAC06_trimmed.sorted,LvLiAC06,38,Ainazi,Lativa,,,,,,,,,,,,,,5.76666688919067,7,23.8907852172852,812.964111328125,21.1000003814697,-8.19999980926514,29.2999992370605,15.0166664123535,-0.649999916553497,15.8333330154419,-4.05000019073486,622,74,25,32.8907432556152,212,91,192,117
LvLiAC07_trimmed.sorted,LvLiAC07,38,Ainazi,Lativa,,,,,,,,,,,,,,5.76666688919067,7,23.8907852172852,812.964111328125,21.1000003814697,-8.19999980926514,29.2999992370605,15.0166664123535,-0.649999916553497,15.8333330154419,-4.05000019073486,622,74,25,32.8907432556152,212,91,192,117
LvLiAC08_trimmed.sorted,LvLiAC08,38,Ainazi,Lativa,,,,,,,,,,,,,,5.76666688919067,7,23.8907852172852,812.964111328125,21.1000003814697,-8.19999980926514,29.2999992370605,15.0166664123535,-0.649999916553497,15.8333330154419,-4.05000019073486,622,74,25,32.8907432556152,212,91,192,117
LvLiAC12_trimmed.sorted,LvLiAC12,38,Ainazi,Lativa,,,,,,,,,,,,,,5.76666688919067,7,23.8907852172852,812.964111328125,21.1000003814697,-8.19999980926514,29.2999992370605,15.0166664123535,-0.649999916553497,15.8333330154419,-4.05000019073486,622,74,25,32.8907432556152,212,91,192,117
LvLiAC13_trimmed.sorted,LvLiAC13,38,Ainazi,Lativa,,,,,,,,,,,,,,5.76666688919067,7,23.8907852172852,812.964111328125,21.1000003814697,-8.19999980926514,29.2999992370605,15.0166664123535,-0.649999916553497,15.8333330154419,-4.05000019073486,622,74,25,32.8907432556152,212,91,192,117
LvLpLA01_trimmed.sorted,LvLpLA01,36,Liepaja,Lativa,,,,,,,,,,,,,,6.79583358764648,6.25833320617676,24.9335975646973,711.973754882813,20.2000007629395,-4.90000009536743,25.1000003814697,7.86666679382324,0.883333265781403,15.6833333969116,-1.51666665077209,706,83,32,31.021369934082,236,108,207,146
LvLpLA02_trimmed.sorted,LvLpLA02,36,Liepaja,Lativa,,,,,,,,,,,,,,6.79583358764648,6.25833320617676,24.9335975646973,711.973754882813,20.2000007629395,-4.90000009536743,25.1000003814697,7.86666679382324,0.883333265781403,15.6833333969116,-1.51666665077209,706,83,32,31.021369934082,236,108,207,146
LvLpLA03_trimmed.sorted,LvLpLA03,36,Liepaja,Lativa,,,,,,,,,,,,,,6.79583358764648,6.25833320617676,24.9335975646973,711.973754882813,20.2000007629395,-4.90000009536743,25.1000003814697,7.86666679382324,0.883333265781403,15.6833333969116,-1.51666665077209,706,83,32,31.021369934082,236,108,207,146
LvLpLA08_trimmed.sorted,LvLpLA08,36,Liepaja,Lativa,,,,,,,,,,,,,,6.79583358764648,6.25833320617676,24.9335975646973,711.973754882813,20.2000007629395,-4.90000009536743,25.1000003814697,7.86666679382324,0.883333265781403,15.6833333969116,-1.51666665077209,706,83,32,31.021369934082,236,108,207,146
LvLpLA10_trimmed.sorted,LvLpLA10,36,Liepaja,Lativa,,,,,,,,,,,,,,6.79583358764648,6.25833320617676,24.9335975646973,711.973754882813,20.2000007629395,-4.90000009536743,25.1000003814697,7.86666679382324,0.883333265781403,15.6833333969116,-1.51666665077209,706,83,32,31.021369934082,236,108,207,146
LvLpLA12_trimmed.sorted,LvLpLA12,36,Liepaja,Lativa,,,,,,,,,,,,,,6.79583358764648,6.25833320617676,24.9335975646973,711.973754882813,20.2000007629395,-4.90000009536743,25.1000003814697,7.86666679382324,0.883333265781403,15.6833333969116,-1.51666665077209,706,83,32,31.021369934082,236,108,207,146
LvLpLA13_trimmed.sorted,LvLpLA13,36,Liepaja,Lativa,,,,,,,,,,,,,,6.79583358764648,6.25833320617676,24.9335975646973,711.973754882813,20.2000007629395,-4.90000009536743,25.1000003814697,7.86666679382324,0.883333265781403,15.6833333969116,-1.51666665077209,706,83,32,31.021369934082,236,108,207,146
LvLpLA14_trimmed.sorted,LvLpLA14,36,Liepaja,Lativa,,,,,,,,,,,,,,6.79583358764648,6.25833320617676,24.9335975646973,711.973754882813,20.2000007629395,-4.90000009536743,25.1000003814697,7.86666679382324,0.883333265781403,15.6833333969116,-1.51666665077209,706,83,32,31.021369934082,236,108,207,146
LvLpLA15_trimmed.sorted,LvLpLA15,36,Liepaja,Lativa,,,,,,,,,,,,,,6.79583358764648,6.25833320617676,24.9335975646973,711.973754882813,20.2000007629395,-4.90000009536743,25.1000003814697,7.86666679382324,0.883333265781403,15.6833333969116,-1.51666665077209,706,83,32,31.021369934082,236,108,207,146
LvLpLA16_trimmed.sorted,LvLpLA16,36,Liepaja,Lativa,,,,,,,,,,,,,,6.79583358764648,6.25833320617676,24.9335975646973,711.973754882813,20.2000007629395,-4.90000009536743,25.1000003814697,7.86666679382324,0.883333265781403,15.6833333969116,-1.51666665077209,706,83,32,31.021369934082,236,108,207,146
LvSaSA01_trimmed.sorted,LvSaSA01,37,Salaspils,Lativa,,,,,,,,,,,,,,6.19583320617676,6.94166660308838,24.4424877166748,806.477905273438,21.5,-6.90000009536743,28.3999996185303,15.1000003814697,-2.91666674613953,16.216667175293,-3.56666660308838,643,77,28,31.0170040130615,224,97,212,114
LvSaSA02_trimmed.sorted,LvSaSA02,37,Salaspils,Lativa,,,,,,,,,,,,,,6.19583320617676,6.94166660308838,24.4424877166748,806.477905273438,21.5,-6.90000009536743,28.3999996185303,15.1000003814697,-2.91666674613953,16.216667175293,-3.56666660308838,643,77,28,31.0170040130615,224,97,212,114
LvSaSA03_trimmed.sorted,LvSaSA03,37,Salaspils,Lativa,,,,,,,,,,,,,,6.19583320617676,6.94166660308838,24.4424877166748,806.477905273438,21.5,-6.90000009536743,28.3999996185303,15.1000003814697,-2.91666674613953,16.216667175293,-3.56666660308838,643,77,28,31.0170040130615,224,97,212,114
LvSaSA04_trimmed.sorted,LvSaSA04,37,Salaspils,Lativa,,,,,,,,,,,,,,6.19583320617676,6.94166660308838,24.4424877166748,806.477905273438,21.5,-6.90000009536743,28.3999996185303,15.1000003814697,-2.91666674613953,16.216667175293,-3.56666660308838,643,77,28,31.0170040130615,224,97,212,114
LvSaSA06_trimmed.sorted,LvSaSA06,37,Salaspils,Lativa,,,,,,,,,,,,,,6.19583320617676,6.94166660308838,24.4424877166748,806.477905273438,21.5,-6.90000009536743,28.3999996185303,15.1000003814697,-2.91666674613953,16.216667175293,-3.56666660308838,643,77,28,31.0170040130615,224,97,212,114
LvSaSA07_trimmed.sorted,LvSaSA07,37,Salaspils,Lativa,,,,,,,,,,,,,,6.19583320617676,6.94166660308838,24.4424877166748,806.477905273438,21.5,-6.90000009536743,28.3999996185303,15.1000003814697,-2.91666674613953,16.216667175293,-3.56666660308838,643,77,28,31.0170040130615,224,97,212,114
